"","id","highway","cycleway","access","foot","bicycle","oneway","routeId","routingFactorId"
"2962445",234182317,"footway",NA,"no","designated","dismount","no",0,185
"2962446",234182318,"footway",NA,"no","designated","dismount","no",0,185
"2962447",234182319,"footway",NA,"no","designated","dismount","no",0,185
"2962466",234184121,"trunk",NA,"no","yes","yes","yes",0,657
"2962477",234184325,"footway",NA,"no","designated","dismount","no",0,185
"2962478",234184326,"footway",NA,"no","designated","dismount","no",0,185
"2962479",234184328,"footway",NA,"no","designated","dismount","no",0,185
"2962480",234184329,"footway",NA,"no","designated","dismount","no",0,185
"2962481",234184331,"footway",NA,"no","designated","dismount","no",0,185
"2962490",234185078,"service",NA,"yes","yes","yes","no",0,436
"2962491",234185079,"service",NA,"yes","yes","yes","no",0,436
"2962492",234185080,"service",NA,"yes","yes","yes","no",0,436
"2962493",234185081,"service",NA,"yes","yes","yes","no",0,436
"2962494",234185082,"service",NA,"yes","yes","yes","no",0,436
"2962495",234185084,"service",NA,"yes","yes","yes","no",0,436
"2962496",234185085,"footway",NA,"no","designated","dismount","no",0,185
"2962497",234185086,"footway",NA,"no","designated","dismount","no",0,185
"2962498",234185087,"service",NA,"yes","yes","yes","no",0,436
"2962499",234185088,"service",NA,"yes","yes","yes","no",0,436
"2962500",234185089,"service",NA,"yes","yes","yes","no",0,436
"2962501",234185090,"service",NA,"yes","yes","yes","no",0,436
"2962540",234185355,"service",NA,"yes","yes","yes","no",0,436
"2962541",234185356,"footway",NA,"no","designated","dismount","no",0,185
"2962542",234185357,"service",NA,"yes","yes","yes","no",0,436
"2962543",234185358,"service",NA,"yes","yes","yes","no",0,436
"2962544",234185359,"footway",NA,"no","designated","dismount","no",0,185
"2962545",234185360,"service",NA,"yes","yes","yes","no",0,436
"2962546",234185361,"service",NA,"yes","yes","yes","no",0,436
"2962547",234185362,"service",NA,"yes","yes","yes","no",0,436
"2962548",234185363,"footway",NA,"no","designated","dismount","no",0,185
"2962549",234185364,"service",NA,"yes","yes","yes","no",0,436
"2962550",234185365,"service",NA,"yes","yes","yes","no",0,436
"2962551",234185366,"service",NA,"yes","yes","yes","no",0,436
"2962552",234185367,"service",NA,"yes","yes","yes","no",0,436
"2962553",234185368,"service",NA,"yes","yes","yes","no",0,436
"2962554",234185369,"footway",NA,"no","designated","dismount","no",0,185
"2962555",234185370,"service",NA,"yes","yes","yes","no",0,436
"2963442",234340971,"service",NA,"yes","yes","yes","no",0,436
"2963443",234340973,"service",NA,"yes","yes","yes","no",0,436
"2963444",234340975,"service",NA,"yes","yes","yes","no",0,436
"2963445",234340976,"service",NA,"yes","yes","yes","no",0,436
"2963446",234340977,"service",NA,"yes","yes","yes","no",0,436
"2963447",234340980,"service",NA,"yes","yes","yes","no",0,436
"2963448",234340981,"service",NA,"yes","yes","yes","no",0,436
"2963449",234340984,"service",NA,"yes","yes","yes","no",0,436
"2963549",234349084,"service",NA,"yes","yes","yes","no",0,436
"2963550",234349086,"footway",NA,"no","designated","dismount","no",0,185
"2964368",234453631,"service",NA,"yes","yes","yes","no",0,436
"2964369",234453639,"service",NA,"yes","yes","yes","no",0,436
"2964370",234453641,"service",NA,"yes","yes","yes","no",0,436
"2964371",234453642,"service",NA,"yes","yes","yes","no",0,436
"2964372",234453643,"service",NA,"yes","yes","yes","no",0,436
"2964373",234453644,"primary",NA,"no","no","yes","no",0,569
"2964374",234453645,"service",NA,"yes","yes","yes","no",0,436
"2964375",234453646,"service",NA,"yes","yes","yes","no",0,436
"2964376",234453647,"service",NA,"yes","yes","yes","no",0,436
"2964377",234453648,"service",NA,"yes","yes","yes","no",0,436
"2964378",234453650,"service",NA,"yes","yes","yes","no",0,436
"2964379",234453651,"service",NA,"yes","yes","yes","no",0,436
"2964380",234453652,"service",NA,"yes","yes","yes","no",0,436
"2964381",234453655,"footway",NA,"no","designated","dismount","no",0,185
"2964382",234453657,"service",NA,"yes","yes","yes","no",0,436
"2964383",234453658,"service",NA,"yes","yes","yes","no",0,436
"2964384",234453659,"service",NA,"yes","yes","yes","no",0,436
"2964387",234455309,"steps",NA,"no","yes","dismount","no",0,570
"2964388",234455312,"service",NA,"yes","yes","yes","no",0,436
"2964389",234455313,"footway",NA,"no","designated","dismount","no",0,185
"2964391",234455316,"footway",NA,"no","designated","dismount","no",0,185
"2964392",234455317,"service",NA,"yes","yes","yes","no",0,436
"2964393",234455318,"service",NA,"yes","yes","yes","no",0,436
"2964394",234455323,"footway",NA,"no","designated","dismount","no",0,185
"2964395",234455324,"footway",NA,"no","designated","dismount","no",0,185
"2964404",234455823,"service",NA,"yes","yes","yes","no",0,436
"2964405",234455824,"service",NA,"yes","yes","yes","no",0,436
"2964406",234455825,"service",NA,"yes","yes","yes","no",0,436
"2964407",234455826,"service",NA,"yes","yes","yes","no",0,436
"2964408",234455830,"service",NA,"yes","yes","yes","no",0,436
"2964425",234458560,"footway",NA,"no","designated","dismount","no",0,185
"2964426",234458564,"service",NA,"yes","yes","yes","no",0,436
"2964427",234458568,"service",NA,"yes","yes","yes","no",0,436
"2964428",234458570,"service",NA,"yes","yes","yes","no",0,436
"2964429",234458577,"service",NA,"yes","yes","yes","no",0,436
"2964430",234458580,"footway",NA,"no","designated","dismount","no",0,185
"2964431",234458583,"service",NA,"yes","yes","yes","no",0,436
"2964432",234458584,"service",NA,"yes","yes","yes","no",0,436
"2964433",234458587,"service",NA,"yes","yes","yes","no",0,436
"2964434",234458588,"service",NA,"yes","yes","yes","no",0,436
"2964435",234458593,"footway",NA,"no","designated","dismount","no",0,185
"2964436",234458596,"service",NA,"yes","yes","yes","no",0,436
"2964437",234458598,"service",NA,"yes","yes","yes","no",0,436
"2964438",234458978,"service",NA,"yes","yes","yes","no",0,436
"2964439",234458979,"service",NA,"yes","yes","yes","no",0,436
"2964440",234458981,"service",NA,"yes","yes","yes","no",0,436
"2964441",234458982,"track",NA,"yes","yes","yes","no",0,227
"2964442",234458985,"service",NA,"yes","yes","yes","no",0,436
"2964445",234460332,"steps",NA,"no","yes","dismount","no",0,570
"2964446",234460334,"footway",NA,"no","designated","dismount","no",0,185
"2964448",234460534,"service",NA,"yes","yes","yes","no",0,436
"2964583",234472092,"service",NA,"yes","yes","yes","no",0,436
"2964584",234472095,"service",NA,"yes","yes","yes","no",0,436
"2964585",234472099,"service",NA,"yes","yes","yes","no",0,436
"2964757",234487511,"footway",NA,"no","designated","dismount","no",0,185
"2964758",234487512,"steps",NA,"no","yes","dismount","no",0,570
"2964759",234487513,"footway",NA,"no","designated","dismount","no",0,185
"2964760",234487514,"footway",NA,"no","designated","dismount","no",0,185
"2964761",234487515,"service",NA,"yes","yes","yes","no",0,436
"2964762",234487517,"footway",NA,"no","designated","dismount","no",0,185
"2964763",234487518,"footway",NA,"no","designated","dismount","no",0,185
"2964764",234487519,"footway",NA,"no","designated","dismount","no",0,185
"2964765",234487521,"footway",NA,"no","designated","dismount","no",0,185
"2965832",234595188,"footway",NA,"no","designated","dismount","no",0,185
"2965833",234595189,"footway",NA,"no","designated","dismount","no",0,185
"2966960",234803005,"track",NA,"yes","yes","yes","no",0,227
"2966961",234803006,"track",NA,"yes","yes","yes","no",0,227
"2966962",234803007,"track",NA,"yes","yes","yes","no",0,227
"2966963",234803008,"track",NA,"yes","yes","yes","no",0,227
"2966964",234803009,"track",NA,"yes","yes","yes","no",0,227
"2966965",234803010,"track",NA,"yes","yes","yes","no",0,227
"2966966",234803011,"track",NA,"yes","yes","yes","no",0,227
"2966967",234803012,"track",NA,"yes","yes","yes","no",0,227
"2966968",234803014,"track",NA,"yes","yes","yes","no",0,227
"2966969",234803015,"track",NA,"yes","yes","yes","no",0,227
"2966975",234803095,"service",NA,"yes","yes","yes","no",0,436
"2966976",234803096,"service",NA,"yes","yes","yes","no",0,436
"2966980",234803989,"track",NA,"yes","yes","yes","no",0,227
"2967203",234821102,"footway",NA,"no","designated","dismount","no",0,185
"2967204",234821103,"footway",NA,"no","designated","dismount","no",0,185
"2967205",234821105,"footway",NA,"no","designated","dismount","no",0,185
"2967206",234821106,"service",NA,"yes","yes","yes","no",0,436
"2967207",234821107,"footway",NA,"no","designated","dismount","no",0,185
"2967208",234821111,"service",NA,"yes","yes","yes","no",0,436
"2967209",234821112,"footway",NA,"no","designated","dismount","no",0,185
"2967210",234821113,"service",NA,"yes","yes","yes","no",0,436
"2967211",234821118,"unclassified",NA,"yes","yes","yes","no",0,337
"2967212",234821119,"footway",NA,"no","designated","dismount","no",0,185
"2967213",234821124,"unclassified",NA,"yes","yes","yes","no",0,337
"2967214",234821125,"footway",NA,"no","designated","dismount","no",0,185
"2967215",234821126,"service",NA,"yes","yes","yes","no",0,436
"2967216",234821128,"service",NA,"yes","yes","yes","no",0,436
"2967217",234821129,"footway",NA,"no","designated","dismount","no",0,185
"2967218",234821130,"service",NA,"yes","yes","yes","no",0,436
"2967219",234821333,"footway",NA,"no","designated","dismount","no",0,185
"2967231",234822793,"residential",NA,"yes","yes","yes","no",0,377
"2967232",234822794,"footway",NA,"no","designated","dismount","no",0,185
"2967233",234822795,"footway",NA,"no","designated","dismount","no",0,185
"2967234",234822796,"footway",NA,"no","designated","dismount","no",0,185
"2967235",234822797,"residential",NA,"yes","yes","yes","no",0,377
"2967236",234822798,"footway",NA,"no","designated","dismount","no",0,185
"2967237",234822800,"footway",NA,"no","designated","dismount","no",0,185
"2967238",234822801,"footway",NA,"no","designated","dismount","no",0,185
"2967239",234822802,"footway",NA,"no","designated","dismount","no",0,185
"2967240",234822804,"residential",NA,"yes","yes","yes","no",0,377
"2967241",234822805,"footway",NA,"no","designated","dismount","no",0,185
"2967242",234822806,"footway",NA,"no","designated","dismount","no",0,185
"2967243",234822807,"footway",NA,"no","designated","dismount","no",0,185
"2967244",234822808,"footway",NA,"no","designated","dismount","no",0,185
"2967245",234822811,"footway",NA,"no","designated","dismount","no",0,185
"2967246",234822814,"footway",NA,"no","designated","dismount","no",0,185
"2967247",234822816,"path",NA,"no","yes","dismount","no",0,185
"2967248",234822817,"footway",NA,"no","designated","dismount","no",0,185
"2967249",234822818,"footway",NA,"no","designated","dismount","no",0,185
"2967257",234823259,"footway",NA,"no","designated","dismount","no",0,185
"2967258",234823263,"footway",NA,"no","designated","dismount","no",0,185
"2967259",234823265,"footway",NA,"no","designated","dismount","no",0,185
"2967260",234823271,"path",NA,"no","yes","dismount","no",0,185
"2967261",234823272,"footway",NA,"no","designated","dismount","no",0,185
"2967262",234823273,"footway",NA,"no","designated","dismount","no",0,185
"2967407",234864214,"footway",NA,"no","designated","dismount","no",0,185
"2967408",234864219,"footway",NA,"no","designated","dismount","no",0,185
"2967409",234864221,"footway",NA,"no","designated","dismount","no",0,185
"2967410",234864223,"service",NA,"yes","yes","yes","no",0,436
"2967411",234864224,"footway",NA,"no","designated","dismount","no",0,185
"2967412",234864225,"footway",NA,"no","designated","dismount","no",0,185
"2967413",234864229,"footway",NA,"no","designated","dismount","no",0,185
"2967414",234864232,"footway",NA,"no","designated","dismount","no",0,185
"2967415",234864233,"footway",NA,"no","designated","dismount","no",0,185
"2967416",234864235,"footway",NA,"no","designated","dismount","no",0,185
"2967417",234864236,"footway",NA,"no","designated","dismount","no",0,185
"2967418",234864237,"residential",NA,"yes","yes","yes","no",0,377
"2967419",234864239,"footway",NA,"no","designated","dismount","no",0,185
"2967420",234864241,"footway",NA,"no","designated","dismount","no",0,185
"2967421",234864242,"footway",NA,"no","designated","dismount","no",0,185
"2967422",234864245,"footway",NA,"no","designated","dismount","no",0,185
"2967423",234864247,"footway",NA,"no","designated","dismount","no",0,185
"2967424",234864248,"footway",NA,"no","designated","dismount","no",0,185
"2967425",234864547,"footway",NA,"no","designated","dismount","no",0,185
"2967426",234864787,"footway",NA,"no","designated","dismount","no",0,185
"2967427",234864790,"steps",NA,"no","yes","dismount","no",0,570
"2967469",234870470,"footway",NA,"no","designated","dismount","no",0,185
"2967470",234870475,"footway",NA,"no","designated","dismount","no",0,185
"2967471",234870477,"footway",NA,"no","designated","dismount","no",0,185
"2967472",234870478,"footway",NA,"no","designated","dismount","no",0,185
"2967473",234870480,"footway",NA,"no","designated","dismount","no",0,185
"2967474",234870481,"footway",NA,"no","designated","dismount","no",0,185
"2967475",234870482,"footway",NA,"no","designated","dismount","no",0,185
"2967476",234870484,"footway",NA,"no","designated","dismount","no",0,185
"2967477",234870486,"footway",NA,"no","designated","dismount","no",0,185
"2967478",234870490,"service",NA,"yes","yes","yes","no",0,436
"2967479",234870491,"footway",NA,"no","designated","dismount","no",0,185
"2967480",234870493,"path",NA,"no","yes","dismount","no",0,185
"2967481",234870497,"footway",NA,"no","designated","dismount","no",0,185
"2967482",234870498,"footway",NA,"no","designated","dismount","no",0,185
"2967483",234870499,"footway",NA,"no","designated","dismount","no",0,185
"2967484",234870500,"footway",NA,"no","designated","dismount","no",0,185
"2967485",234870502,"footway",NA,"no","designated","dismount","no",0,185
"2967486",234870504,"footway",NA,"no","designated","dismount","no",0,185
"2967504",234870918,"footway",NA,"no","designated","dismount","no",0,185
"2967505",234870919,"footway",NA,"no","designated","dismount","no",0,185
"2967506",234870920,"footway",NA,"no","designated","dismount","no",0,185
"2967507",234870921,"footway",NA,"no","designated","dismount","no",0,185
"2967508",234870924,"footway",NA,"no","designated","dismount","no",0,185
"2967509",234870927,"footway",NA,"no","designated","dismount","no",0,185
"2967510",234870928,"path",NA,"no","yes","dismount","no",0,185
"2967511",234870929,"path",NA,"no","yes","dismount","no",0,185
"2967512",234870930,"footway",NA,"no","designated","dismount","no",0,185
"2967513",234870931,"footway",NA,"no","designated","dismount","no",0,185
"2967514",234871186,"footway",NA,"no","designated","dismount","no",0,185
"2967515",234871188,"footway",NA,"no","designated","dismount","no",0,185
"2967516",234871189,"footway",NA,"no","designated","dismount","no",0,185
"2967606",234877649,"footway",NA,"no","designated","dismount","no",0,185
"2967607",234877651,"footway",NA,"no","designated","dismount","no",0,185
"2967608",234877653,"footway",NA,"no","designated","dismount","no",0,185
"2967609",234877655,"footway",NA,"no","designated","dismount","no",0,185
"2967610",234877657,"footway",NA,"no","designated","dismount","no",0,185
"2967611",234877659,"footway",NA,"no","designated","dismount","no",0,185
"2967612",234877660,"footway",NA,"no","designated","dismount","no",0,185
"2967613",234877662,"footway",NA,"no","designated","dismount","no",0,185
"2967614",234877663,"footway",NA,"no","designated","dismount","no",0,185
"2967615",234877664,"footway",NA,"no","designated","dismount","no",0,185
"2967616",234877665,"footway",NA,"no","designated","dismount","no",0,185
"2967617",234877667,"footway",NA,"no","designated","dismount","no",0,185
"2967618",234877668,"service",NA,"yes","yes","yes","no",0,436
"2967619",234877670,"footway",NA,"no","designated","dismount","no",0,185
"2967620",234877671,"footway",NA,"no","designated","dismount","no",0,185
"2967621",234877673,"footway",NA,"no","designated","dismount","no",0,185
"2967622",234877674,"footway",NA,"no","designated","dismount","no",0,185
"2967623",234877676,"footway",NA,"no","designated","dismount","no",0,185
"2967659",234884656,"service",NA,"yes","yes","yes","no",0,436
"2967660",234884674,"service",NA,"yes","yes","yes","no",0,293
"2967661",234884675,"service",NA,"yes","yes","yes","no",0,293
"2967662",234884676,"service",NA,"yes","yes","yes","no",0,293
"2967663",234884677,"service",NA,"yes","yes","yes","no",0,293
"2967727",234889985,"footway",NA,"no","designated","dismount","no",0,185
"2967728",234889988,"footway",NA,"no","designated","dismount","no",0,185
"2967729",234889990,"footway",NA,"no","designated","dismount","no",0,185
"2967730",234889996,"footway",NA,"no","designated","dismount","no",0,185
"2967796",234895262,"service",NA,"yes","yes","yes","no",0,436
"2967797",234895264,"service",NA,"yes","yes","yes","no",0,436
"2967798",234895265,"service",NA,"yes","yes","yes","no",0,436
"2967799",234895267,"service",NA,"yes","yes","yes","no",0,436
"2967800",234895268,"service",NA,"yes","yes","yes","no",0,436
"2968056",234909001,"service",NA,"yes","yes","yes","no",0,377
"2968057",234909002,"service",NA,"yes","yes","yes","no",0,377
"2968081",234909751,"service",NA,"yes","yes","yes","no",0,436
"2968082",234909752,"footway",NA,"no","designated","dismount","no",0,185
"2968088",234909866,"footway",NA,"no","designated","dismount","no",0,185
"2968089",234909867,"service",NA,"yes","yes","yes","no",0,436
"2968100",234910446,"footway",NA,"no","designated","dismount","no",0,185
"2968101",234910447,"steps",NA,"no","yes","dismount","no",0,570
"2968102",234910448,"footway",NA,"no","designated","dismount","no",0,185
"2968114",234911048,"unclassified",NA,"yes","yes","yes","no",0,337
"2968118",234911318,"road",NA,"yes","yes","yes","no",0,591
"2968119",234911319,"service",NA,"yes","yes","yes","no",0,436
"2968120",234911321,"path",NA,"no","yes","dismount","no",0,185
"2968138",234912793,"service",NA,"yes","yes","yes","no",0,436
"2968139",234912794,"footway",NA,"no","designated","dismount","no",0,185
"2968140",234912795,"footway",NA,"no","designated","dismount","no",0,185
"2968166",234914654,"service",NA,"yes","yes","yes","no",0,436
"2968337",234930936,"footway",NA,"no","designated","dismount","no",0,185
"2968338",234930937,"footway",NA,"no","designated","dismount","no",0,185
"2968339",234930938,"footway",NA,"no","designated","dismount","no",0,185
"2968349",234931120,"service",NA,"yes","yes","yes","no",0,436
"2968350",234931358,"service",NA,"yes","yes","yes","no",0,436
"2968351",234931359,"service",NA,"yes","yes","yes","no",0,436
"2968352",234931360,"service",NA,"yes","yes","yes","no",0,436
"2969195",235031973,"service",NA,"yes","yes","yes","yes",0,436
"2969196",235031974,"service",NA,"yes","yes","yes","no",0,436
"2969197",235031975,"service",NA,"yes","yes","yes","no",0,436
"2969198",235031976,"service",NA,"yes","yes","yes","no",0,436
"2969199",235031977,"service",NA,"yes","yes","yes","no",0,436
"2969214",235032636,"footway",NA,"no","designated","dismount","no",0,185
"2969215",235032637,"footway",NA,"no","designated","dismount","no",0,185
"2969216",235032638,"footway",NA,"no","designated","dismount","no",0,185
"2969217",235032639,"footway",NA,"no","designated","dismount","no",0,185
"2969218",235032640,"service",NA,"yes","yes","yes","no",0,436
"2969219",235032641,"footway",NA,"no","designated","dismount","no",0,185
"2969220",235032642,"footway",NA,"no","designated","dismount","no",0,185
"2969221",235032643,"footway",NA,"no","designated","dismount","no",0,185
"2969222",235032644,"footway",NA,"no","designated","dismount","no",0,185
"2969223",235032645,"footway",NA,"no","designated","dismount","no",0,185
"2969224",235032646,"footway",NA,"no","designated","dismount","no",0,185
"2969225",235032647,"footway",NA,"no","designated","dismount","no",0,185
"2969237",235033983,"service",NA,"yes","yes","yes","no",0,436
"2969238",235033984,"service",NA,"yes","yes","yes","no",0,436
"2975982",235955389,"residential",NA,"yes","yes","yes","no",0,377
"2975983",235955390,"footway",NA,"no","designated","dismount","no",0,185
"2975984",235955392,"footway",NA,"no","designated","dismount","no",0,185
"2975985",235955393,"footway",NA,"no","designated","dismount","no",0,185
"2975986",235955395,"footway",NA,"no","designated","dismount","no",0,185
"2975987",235955396,"footway",NA,"no","designated","dismount","no",0,185
"2975988",235955398,"footway",NA,"no","designated","dismount","no",0,185
"2975989",235955399,"footway",NA,"no","designated","dismount","no",0,185
"2975990",235955401,"footway",NA,"no","designated","dismount","no",0,185
"2975991",235955403,"footway",NA,"no","designated","dismount","no",0,185
"2975992",235955404,"footway",NA,"no","designated","dismount","no",0,185
"2975993",235955405,"footway",NA,"no","designated","dismount","no",0,185
"2975994",235955408,"footway",NA,"no","designated","dismount","no",0,185
"2975995",235955410,"footway",NA,"no","designated","dismount","no",0,185
"2976024",235956930,"footway",NA,"no","designated","dismount","no",0,185
"2976025",235956931,"service",NA,"yes","yes","yes","no",0,436
"2976026",235956932,"footway",NA,"no","designated","dismount","no",0,185
"2976027",235956933,"footway",NA,"no","designated","dismount","no",0,185
"2976028",235956934,"footway",NA,"no","designated","dismount","no",0,185
"2977597",236099615,"residential",NA,"yes","yes","yes","no",3177071,186
"2977598",236099616,"cycleway","track","yes","yes","designated","no",3177071,85
"2977599",236099617,"residential",NA,"yes","yes","yes","no",3177071,186
"2977600",236099618,"tertiary",NA,"yes","yes","yes","no",0,144
"2977601",236099619,"residential",NA,"yes","yes","yes","no",3177071,186
"2977602",236099620,"tertiary",NA,"yes","yes","yes","yes",0,144
"2977603",236099621,"tertiary",NA,"yes","yes","yes","no",0,144
"2977604",236099622,"residential",NA,"yes","yes","yes","no",0,377
"2977605",236099623,"cycleway","track","yes","yes","designated","no",3177071,85
"2977606",236099624,"residential",NA,"yes","yes","yes","no",0,377
"2977607",236099625,"cycleway","track","yes","yes","designated","no",3177071,85
"2977608",236099626,"residential",NA,"yes","yes","yes","no",3177071,186
"2977609",236099627,"residential",NA,"yes","yes","yes","no",0,377
"2977610",236099628,"cycleway","track","yes","yes","designated","no",3177071,85
"2977611",236099629,"residential",NA,"yes","yes","yes","no",0,377
"2977612",236099630,"cycleway","track","yes","yes","designated","no",3177071,85
"2977613",236099631,"residential",NA,"yes","yes","yes","no",0,377
"2977614",236099632,"cycleway","track","yes","yes","designated","no",3177071,85
"2977615",236099633,"cycleway","track","yes","yes","designated","no",3177071,85
"2977616",236099634,"residential",NA,"yes","yes","yes","no",3177071,186
"2977617",236099635,"cycleway","track","yes","yes","designated","no",0,186
"2977618",236099636,"residential",NA,"yes","yes","yes","no",3177071,186
"2977619",236099637,"residential",NA,"yes","yes","yes","no",3177071,186
"2977620",236099638,"cycleway","track","yes","yes","yes","no",3177071,85
"2977638",236100869,"residential",NA,"yes","yes","yes","no",0,377
"2977639",236100870,"residential",NA,"yes","yes","yes","no",3177071,186
"2977640",236100871,"cycleway","track","yes","yes","yes","no",3177071,85
"2977641",236100872,"cycleway","track","yes","yes","designated","no",3177071,85
"2977642",236100873,"residential",NA,"yes","yes","yes","no",0,377
"2977643",236100874,"cycleway","track","yes","yes","designated","no",3177071,85
"2977644",236100977,"tertiary",NA,"yes","yes","yes","no",3177071,208
"2977645",236100978,"cycleway","track","yes","yes","designated","no",3177071,85
"2977670",236102283,"footway",NA,"no","designated","dismount","no",0,185
"2977671",236102286,"cycleway","track","yes","yes","designated","no",0,186
"2977672",236102287,"unclassified",NA,"yes","yes","yes","yes",0,337
"2977673",236102288,"cycleway","track","yes","yes","designated","no",0,186
"2977674",236102289,"cycleway","track","yes","yes","designated","no",3723504,85
"2977675",236102290,"unclassified",NA,"yes","yes","yes","yes",3723504,186
"2977676",236102291,"service",NA,"yes","yes","yes","yes",0,436
"2977677",236102292,"cycleway","track","yes","yes","yes","no",3723504,85
"2977678",236102293,"path",NA,"no","yes","dismount","no",0,185
"2977679",236102294,"cycleway","track","yes","yes","designated","no",0,186
"2977680",236102295,"cycleway","track","yes","yes","designated","no",3723504,85
"2977681",236102296,"cycleway","track","yes","yes","designated","no",3723504,85
"2977682",236102297,"service",NA,"yes","yes","yes","yes",3723504,525
"2977699",236107126,"unclassified",NA,"yes","yes","yes","yes",3177124,86
"2977700",236107127,"unclassified",NA,"yes","yes","yes","yes",0,337
"2977701",236107128,"cycleway","track","yes","yes","designated","no",3177124,85
"2977702",236107129,"cycleway","track","yes","yes","designated","no",3177124,85
"2977703",236107130,"service",NA,"yes","yes","yes","no",0,436
"2977704",236107131,"tertiary",NA,"yes","yes","yes","yes",3177124,132
"2977705",236107133,"unclassified",NA,"yes","yes","yes","yes",0,337
"2977706",236107134,"cycleway","track","yes","yes","designated","no",3177124,85
"2977707",236107135,"unclassified",NA,"yes","yes","yes","yes",0,337
"2977708",236107136,"cycleway","track","yes","yes","designated","no",3177124,85
"2977709",236107137,"footway",NA,"no","designated","dismount","no",0,185
"2977710",236107138,"unclassified",NA,"yes","yes","yes","no",0,337
"2977711",236107139,"tertiary",NA,"yes","yes","yes","yes",0,655
"2977715",236108041,"cycleway","track","yes","yes","designated","no",3177124,85
"2977716",236108042,"unclassified",NA,"yes","yes","yes","no",0,337
"2977717",236108043,"primary",NA,"no","no","yes","yes",0,569
"2977718",236108044,"unclassified",NA,"yes","yes","yes","yes",3177124,186
"2977719",236108045,"unclassified",NA,"yes","yes","yes","yes",0,337
"2977720",236108046,"primary",NA,"no","no","yes","yes",3177124,524
"2977721",236108047,"primary",NA,"no","no","yes","yes",3177124,524
"2977722",236108048,"primary",NA,"no","no","yes","yes",0,569
"2977736",236108795,"primary",NA,"no","no","yes","yes",0,569
"2977737",236108796,"cycleway","track","yes","yes","designated","-1",3177124,85
"2977738",236108797,"primary",NA,"no","no","yes","yes",3177124,524
"2978301",236138581,"cycleway","track","yes","yes","designated","no",3723504,85
"2978302",236138582,"footway",NA,"no","designated","dismount","no",0,185
"2978303",236138583,"cycleway","track","yes","yes","designated","no",3723504,85
"2978304",236138584,"cycleway","track","yes","designated","designated","no",3723504,546
"2978305",236138585,"footway",NA,"no","designated","dismount","no",0,185
"2978306",236138586,"footway",NA,"no","designated","dismount","no",0,185
"2978309",236139149,"cycleway","track","yes","yes","designated","no",3177601,85
"2978310",236139150,"cycleway","track","yes","yes","designated","no",3723504,85
"2978311",236139151,"cycleway","track","yes","yes","designated","no",0,186
"2978313",236139477,"cycleway","track","yes","yes","designated","no",3177601,85
"2978314",236139478,"service",NA,"yes","yes","yes","no",3177601,525
"2978315",236139479,"cycleway","track","yes","yes","designated","no",3177601,85
"2978316",236139480,"footway",NA,"no","designated","dismount","no",0,185
"2978333",236140846,"tertiary",NA,"yes","yes","yes","yes",0,144
"2978334",236140848,"unclassified",NA,"yes","yes","yes","no",0,337
"2978335",236140851,"cycleway","track","yes","yes","designated","no",0,186
"2978336",236140852,"cycleway","track","yes","yes","designated","no",3177601,85
"2978337",236140854,"cycleway","track","yes","yes","yes","no",0,186
"2978338",236140858,"cycleway","track","yes","yes","yes","no",3177601,85
"2978339",236140861,"cycleway","track","yes","yes","yes","no",0,186
"2978340",236140863,"cycleway","track","yes","yes","yes","no",0,186
"2978341",236140866,"tertiary",NA,"yes","yes","yes","yes",0,144
"2978342",236140867,"cycleway","track","yes","yes","designated","no",0,186
"2978343",236140869,"cycleway","track","yes","yes","designated","no",3177601,85
"2978344",236140871,"cycleway","track","yes","yes","yes","no",0,186
"2978345",236140874,"unclassified",NA,"yes","yes","yes","no",0,337
"2978346",236140877,"cycleway","track","yes","yes","yes","no",3177601,85
"2978347",236140880,"footway",NA,"no","yes","yes","no",357215,546
"2978348",236140885,"cycleway","track","yes","yes","yes","no",0,186
"2978360",236141856,"unclassified",NA,"yes","yes","yes","no",0,337
"2978361",236141857,"unclassified",NA,"yes","yes","yes","no",0,337
"2978362",236141858,"tertiary",NA,"yes","yes","yes","yes",0,655
"2978363",236141859,"tertiary",NA,"yes","yes","yes","yes",3177601,86
"2978364",236141860,"unclassified",NA,"yes","yes","yes","no",3177601,186
"2978365",236141861,"unclassified",NA,"yes","yes","yes","yes",0,337
"2978366",236141862,"unclassified",NA,"yes","yes","yes","no",0,337
"2978367",236141863,"cycleway","track","yes","yes","designated","no",3177601,85
"2978368",236141864,"unclassified",NA,"yes","yes","yes","yes",3177601,186
"2978369",236141865,"cycleway","track","yes","yes","designated","no",3177601,85
"2978370",236141866,"cycleway","track","yes","yes","yes","no",3177601,85
"2978371",236141867,"service",NA,"yes","yes","yes","no",0,436
"2978372",236141868,"unclassified",NA,"yes","yes","yes","yes",3177601,186
"2978373",236141869,"cycleway","track","yes","yes","designated","no",3177601,85
"2979253",236285559,"trunk",NA,"no","no","yes","yes",3179002,524
"2979254",236285560,"tertiary",NA,"yes","yes","yes","no",0,67
"2979255",236285561,"cycleway","track","yes","yes","designated","no",3179002,85
"2979256",236285562,"residential",NA,"yes","yes","yes","no",3179002,186
"2979257",236285563,"residential",NA,"yes","yes","yes","no",3179002,186
"2979258",236285564,"unclassified",NA,"yes","yes","yes","no",0,337
"2979259",236285565,"cycleway","track","yes","yes","designated","no",3179002,85
"2979260",236285566,"footway",NA,"no","yes","dismount","no",0,185
"2979261",236285567,"cycleway","track","yes","yes","designated","no",3179002,85
